district,date,tmax_c,tmin_c,rain_mm,humidity_morning,humidity_evening,humidity_avg
Baksa,26-01-2014,37.56088438,24.36300838,0,81.04540768,61.08415279,79.03276538
Baksa,27-01-2014,35.09676417,24.32930022,0,92.90199705,69.79938305,78.36638169
Baksa,28-01-2014,35.56699307,24.1432542,0,92.12654816,74.03166061,73.88157288
Baksa,29-01-2014,37.99029389,26.42361088,0.5,88.05281228,69.18137615,79.33900526
Baksa,30-01-2014,34.2153144,27.79763655,0.5,90.03283409,70.16628306,75.36882319
Baksa,31-01-2014,34.42833401,25.1472799,0.5,89.88178091,65.32605713,75.9234727
Baksa,02-01-2014,32.07340267,24.42189421,19.13591442,101.2465412,75.16906495,90.72994073
Baksa,02-02-2014,29.7747434,21.50189686,18.77364626,92.20380368,84.7123577,86.79731399
Baksa,02-03-2014,34.15865905,22.28426874,18.53284266,97.62419783,79.33104062,88.08295244
Baksa,02-04-2014,32.05223138,23.8732093,18.92032759,105.5317988,71.20948881,88.18954809
Baksa,02-05-2014,30.16518966,23.69227772,16.42664526,102.0183867,74.29214026,91.93521324
Baksa,02-06-2014,32.46293726,21.30265804,19.94307727,86.34897429,86.77230121,93.33166943
Baksa,02-07-2014,29.75359992,23.48659199,21.34726981,93.63565077,83.46193674,82.95646715
Baksa,02-08-2014,31.33340397,19.02812331,18.86832337,108.2567741,80.83602291,92.29338145
Baksa,02-09-2014,30.24575937,27.42024122,18.56946641,101.1432151,75.71025705,98.47116824
Baksa,02-10-2014,27.96117098,25.11374898,18.36595498,104.1044537,77.59026392,79.03712064
Baksa,02-11-2014,33.27855589,24.95081155,17.89642018,100.6849627,84.44535051,87.13024299
Baksa,02-12-2014,30.79495183,23.33777059,18.64758435,97.81098819,77.05103799,84.16198569
Baksa,13-02-2014,30.90775103,25.08792114,21.48871268,94.71663435,73.99261542,94.61741761
Baksa,14-02-2014,30.72266667,23.59760242,20.72513762,96.61609944,82.47911156,90.58700233
Baksa,15-02-2014,30.0673886,26.03814381,17.73341206,97.43343272,71.2001111,101.6855264
Baksa,16-02-2014,28.74204583,25.7848111,21.48962354,98.8671968,72.94980322,89.63928681
Baksa,17-02-2014,26.76370289,23.8169736,18.13878424,105.2466675,79.42660843,86.01918468
Baksa,18-02-2014,31.39432128,23.17374291,18.98159901,95.01270339,81.51049086,97.02834468
Baksa,19-02-2014,30.21265136,23.62319744,20.05680718,101.1388137,80.2556269,87.09931238
Baksa,20-02-2014,31.70027981,24.64423182,16.72992007,95.3894542,74.58197802,90.37574224
Baksa,21-02-2014,29.93826291,23.41373337,16.08453544,101.0411084,79.24902657,91.51944295
Baksa,22-02-2014,30.12164215,22.8506251,19.73748678,95.84267021,79.23670417,84.93121499
Baksa,23-02-2014,32.07480915,22.20029885,17.8109184,92.58818138,80.65477511,75.36169662
Baksa,24-02-2014,35.36444447,26.5467936,19.0563251,94.34625321,83.95594916,82.10481873
Baksa,25-02-2014,32.88580631,23.21570744,21.15512909,89.37794873,85.96077089,69.95251965
Baksa,26-02-2014,35.40325286,20.80833742,18.79912436,98.39022993,79.16868034,92.95335045
Baksa,27-02-2014,28.45969499,24.75477696,19.47184541,109.5971903,83.62214635,87.36721004
Baksa,28-02-2014,31.98667433,23.6296105,19.95316646,87.78566866,73.17433925,93.6409254
Baksa,03-01-2014,30.15915321,23.93706642,101.4559643,80.829319,64.8476061,88.45597427
Baksa,03-02-2014,29.50807767,22.60531854,96.06825455,85.5482976,70.01156429,79.94973793
Baksa,03-03-2014,29.59101848,22.43953011,99.12715434,84.79931355,76.32745355,80.48549067
Baksa,03-04-2014,29.13060188,23.38676046,94.56654181,78.55534453,74.79702149,89.99007611
Baksa,03-05-2014,25.28965264,22.79785462,92.23089442,89.78364269,75.80270308,87.16308481
Baksa,03-06-2014,29.97393876,25.25345551,107.2096308,90.86678468,84.08879251,83.34827769
Baksa,03-07-2014,29.98952193,23.15762441,105.8901869,93.57466434,65.92169204,82.25398352
Baksa,03-08-2014,25.04803547,20.92982925,104.9801725,91.52560158,79.93140093,82.05744782
Baksa,03-09-2014,30.40811356,20.93021597,99.96122847,100.4721843,73.81562958,85.03771276
Baksa,03-10-2014,32.19104236,20.58641534,101.9535213,90.71588939,76.4347003,72.02709549
Baksa,03-11-2014,31.09233364,21.56474592,97.52518224,86.68338718,82.90393456,73.8892349
Baksa,03-12-2014,27.03182363,22.73683958,101.2783196,88.42418907,85.58505632,69.7249655
Baksa,13-03-2014,30.86686209,20.70187939,95.60350403,70.80536508,77.09660016,79.48972859
Baksa,14-03-2014,28.85965651,23.75492432,105.4762556,88.02866365,82.73949394,74.92442567
Baksa,15-03-2014,30.13164382,22.41322965,96.95082849,81.25085932,80.60969878,82.21114745
Baksa,16-03-2014,30.30989046,20.78812058,102.3105999,85.12466117,73.71245745,78.96447851
Baksa,17-03-2014,29.51006784,19.37702977,102.1028217,91.63806392,72.40925148,84.27582437
Baksa,18-03-2014,30.01714711,24.43658592,94.24641078,80.90589269,71.5900817,81.85647433
Baksa,19-03-2014,26.6250525,22.04525731,90.97158636,78.05798009,74.56670432,78.57476851
Baksa,20-03-2014,28.34576346,24.1734063,105.304662,85.78526634,76.44397842,86.11999949
Baksa,21-03-2014,29.19827354,22.79226908,99.29703366,88.17934081,73.48834286,73.14933328
Baksa,22-03-2014,30.69326451,23.30230548,91.6400062,83.70647552,74.05123733,78.31316191
Baksa,23-03-2014,28.4998083,26.90325987,105.3618079,89.66090718,67.58585252,84.98373051
Baksa,24-03-2014,29.63036934,23.80592001,90.37937188,87.77008619,85.00410887,83.53437702
Baksa,25-03-2014,26.77295913,19.90291855,102.4283648,88.62009067,73.59014697,85.87405361
Baksa,26-03-2014,28.40050796,22.93591817,89.96813122,80.42075277,87.7932318,84.186913
Baksa,27-03-2014,34.48908599,22.18167401,95.70536455,82.78945289,74.53749672,89.04096732
Baksa,28-03-2014,29.48319177,21.0533636,96.4945083,86.4869151,66.55652795,74.41069276
Baksa,29-03-2014,30.48238529,25.54201933,92.84065541,96.16852576,81.97890158,84.66759528
Baksa,30-03-2014,29.46717875,23.1907391,99.65465072,95.11755722,76.69160621,92.54389596
Baksa,31-03-2014,30.2035784,20.97352344,114.3563851,94.70452575,75.08672619,74.99535095
Baksa,04-01-2014,26.7742106,19.52816996,76.05006729,80.46811508,70.57094651,76.5927497
Baksa,04-02-2014,28.16787322,20.51723803,80.62848638,96.27331439,66.3304236,77.93770425
Baksa,04-03-2014,24.26951152,17.67076331,83.06576266,79.74710167,68.73594849,80.62541507
Baksa,04-04-2014,24.95737791,18.97774376,83.3440655,90.28907521,73.03103996,76.66213244
Baksa,04-05-2014,24.90467898,20.69950071,68.91605221,75.46133299,71.50654957,70.28406861
Baksa,04-06-2014,27.89672124,20.37837,76.08160857,80.81506828,70.6723833,78.39805797
Baksa,04-07-2014,25.95175758,19.50664553,78.31563707,88.16241125,71.88360233,73.29801337
Baksa,04-08-2014,26.36703943,20.00453412,91.01864681,89.07476253,76.59258024,77.4730387
Baksa,04-09-2014,28.44513949,19.20648105,84.65606774,75.24033682,67.8313647,74.95493422
Baksa,04-10-2014,25.29837791,19.27376955,74.96245593,79.74691287,81.73852006,76.21133374
Baksa,04-11-2014,25.37420252,19.52738013,84.4652048,75.23755078,76.32543471,77.48886648
Baksa,04-12-2014,25.57363212,19.77415063,78.82701557,77.83616647,74.95301181,73.37385188
Baksa,13-04-2014,28.23712177,20.08793888,83.70616283,77.97670502,75.0955053,76.07198801
Baksa,14-04-2014,27.00251401,18.51449964,87.06578502,83.84707649,79.05704555,79.18782329
Baksa,15-04-2014,25.57976629,18.49772747,75.78845103,77.27039542,68.73293741,67.90737157
Baksa,16-04-2014,27.81277717,21.33581317,78.99816618,78.92526168,66.84263245,67.66413794
Baksa,17-04-2014,29.45365503,17.27145978,83.92707565,77.22586699,76.09928147,78.50961491
Baksa,18-04-2014,25.87330983,23.89460594,82.11105261,88.14879331,72.77333857,79.20693278
Baksa,19-04-2014,28.74801767,18.45203439,90.57098,67.67605692,73.79522645,72.28071163
Baksa,20-04-2014,30.61233787,18.5553327,92.63944725,77.59873109,72.65579148,79.93049823
Baksa,21-04-2014,25.38863466,20.39168052,90.02710829,76.02898161,77.95857838,68.64841927
Baksa,22-04-2014,26.46560815,20.06569944,76.88545515,74.6282195,68.29875104,80.29023945
Baksa,23-04-2014,24.47661903,19.07301781,82.62393206,79.90734537,54.93756594,81.62609692
Baksa,24-04-2014,25.63102036,19.78065053,85.87640131,76.40933528,62.78105071,74.40129827
Baksa,25-04-2014,28.8205404,20.04718647,74.67580325,81.33873003,74.13208538,78.78933018
Baksa,26-04-2014,27.42508433,21.33168165,78.23711027,77.68139721,68.97400716,71.89339713
Baksa,27-04-2014,27.35350939,19.43905325,89.99090759,80.43178106,86.28709989,77.23653091
Baksa,28-04-2014,26.51448589,20.44322456,80.56857647,87.35983872,69.12552427,82.5143974
Baksa,29-04-2014,31.39802412,18.44373119,89.47954269,82.158164,74.96003312,72.60490949
Baksa,30-04-2014,29.22645153,20.30991583,88.79697182,67.03517193,67.32174016,77.93613619
Baksa,05-01-2014,31.734176,24.97407379,147.1093534,90.022962,76.43802266,94.98655969
Baksa,05-02-2014,31.55102421,26.81305298,134.6057164,103.6217813,82.26831273,90.59610463
Baksa,05-03-2014,32.01207255,28.24624875,135.1088834,104.2602115,89.28413401,86.6028751
Baksa,05-04-2014,27.45076661,27.71565571,134.6940214,87.28318028,82.92056283,83.13798173
Baksa,05-05-2014,28.66205552,27.50485141,120.5405838,93.98020308,78.14804043,90.20851179
Baksa,05-06-2014,29.55617973,22.57340689,152.1465229,86.516903,74.95431022,97.61978996
Baksa,05-07-2014,31.73080979,21.04684411,142.1451411,96.50415064,77.15431765,87.82949663
Baksa,05-08-2014,33.45003877,21.79821618,146.8790346,97.04690985,80.22648071,90.05552895
Baksa,05-09-2014,32.43435497,26.77873037,136.9422186,99.3348815,81.4232751,86.54345731
Baksa,05-10-2014,32.00122379,23.22633417,142.4465161,95.19228879,82.15681042,82.86385945
Baksa,05-11-2014,32.10836877,24.4185293,116.7068724,92.92733882,80.53731718,89.92423098
Baksa,05-12-2014,32.13555526,25.1614683,131.9409849,98.83776133,88.45848312,87.60013503
Baksa,13-05-2014,32.1414698,24.50964375,138.6731921,96.90183273,79.92656567,94.86857369
Baksa,14-05-2014,30.71979954,28.5415576,136.4779622,94.78236102,80.85950544,83.63677138
Baksa,15-05-2014,32.1310468,26.16171813,142.5301118,86.23914186,86.49132189,87.86609356
Baksa,16-05-2014,30.82551789,27.21408092,133.3511206,99.19428833,80.84797381,93.06595627
Baksa,17-05-2014,30.86938608,24.84974849,153.1733087,93.29845033,76.48737246,79.64047798
Baksa,18-05-2014,30.08117405,29.48949889,147.0277898,92.63050374,82.25073456,88.4414795
Baksa,19-05-2014,31.80824401,25.03814421,155.0967686,88.86256232,82.67609999,95.76678388
Baksa,20-05-2014,29.89917892,25.14489065,155.4617511,97.18798349,75.19018985,92.0225164
Baksa,21-05-2014,33.23830775,28.74364639,139.5717778,98.57908477,77.71455789,85.43042227
Baksa,22-05-2014,33.06693602,27.95624215,131.6394321,106.8914292,80.2270602,86.12313441
Baksa,23-05-2014,33.53426261,25.04684252,159.6307374,96.44915861,85.79076737,84.52815102
Baksa,24-05-2014,31.14580674,30.68112157,151.0112573,93.06739848,90.99893998,86.09559992
Baksa,25-05-2014,28.80702817,27.5663463,138.1071073,97.61504243,85.75846781,76.18975168
Baksa,26-05-2014,32.66379247,26.26419122,158.2019657,94.25368748,91.72745449,91.95598219
Baksa,27-05-2014,32.79051917,27.1745008,135.7970509,96.68159509,76.82867785,79.03463968
Baksa,28-05-2014,29.47005014,25.40160338,133.1708328,81.69708872,78.01024203,95.83590127
Baksa,29-05-2014,30.29012173,24.46727324,137.6312312,91.28203484,92.36361969,90.30675237
Baksa,30-05-2014,31.87695988,25.19264467,144.168664,96.74024764,83.5779105,85.93400136
Baksa,31-05-2014,30.11377227,29.39889315,150.1720897,97.11753687,80.30247142,98.78847991
Baksa,06-01-2014,36.40411196,10.32796277,648.9723823,82.58295099,90.18535622,78.05687338
Baksa,06-02-2014,33.00252596,11.59454596,629.9643557,81.90499861,75.57356664,79.86047149
Baksa,06-03-2014,30.66096637,10.6380655,672.4790192,78.93135125,76.63971896,73.34567358
Baksa,06-04-2014,33.37257991,10.26193042,581.5079324,74.72460139,76.16662188,86.31655307
Baksa,06-05-2014,34.12819746,12.36245756,596.993515,90.87960226,78.66990803,77.59371455
Baksa,06-06-2014,39.66052341,9.902673744,670.7249376,76.11168218,71.53891645,80.29142439
Baksa,06-07-2014,34.13441038,10.76162491,710.8402865,81.71193503,70.27407303,76.77571905
Baksa,06-08-2014,32.4348021,11.46646529,746.5196342,82.66121098,73.63628346,77.00606696
Baksa,06-09-2014,34.70977774,10.22244075,777.0719873,79.76112242,81.31193543,83.30509839
Baksa,06-10-2014,34.07635364,10.04848378,674.6243249,73.47242249,77.1243663,66.95249
Baksa,06-11-2014,38.38725502,10.12227391,671.4340819,77.17492588,73.93132502,76.38730847
Baksa,06-12-2014,34.90308755,11.10090692,559.4806875,76.66995651,72.80037059,75.73377043
Baksa,13-06-2014,33.51951815,10.39388226,674.9254166,84.96086399,77.72770022,76.25771394
Baksa,14-06-2014,36.89210027,9.146872063,567.2108944,71.25084445,72.89403414,75.83992755
Baksa,15-06-2014,31.77775138,11.03761664,747.9506276,90.17880419,81.68266069,80.75091318
Baksa,16-06-2014,34.41810775,9.417479806,707.7867498,82.79709834,68.49680824,63.13688219
Baksa,17-06-2014,34.16241269,10.68067909,622.2883263,82.13963035,72.40856044,71.5312465
Baksa,18-06-2014,33.2694004,9.353108045,688.1748253,85.61002459,78.73012055,75.15438861
Baksa,19-06-2014,34.91495368,10.49383739,697.7429778,77.54959703,72.95862338,85.34515741
Baksa,20-06-2014,36.30986906,10.14978293,623.8995106,90.52745197,70.1925822,84.0437205
Baksa,21-06-2014,33.90424571,10.79593438,755.7824001,68.34549994,80.33546432,80.84678234
Baksa,22-06-2014,37.21314758,11.69197074,595.3281494,85.63248561,72.81753161,77.42253389
Baksa,23-06-2014,37.18036189,11.57142728,684.8690697,76.51601482,77.21592162,85.20166274
Baksa,24-06-2014,35.78791152,10.84470126,767.8977705,72.25534669,77.46297954,84.67891523
Baksa,25-06-2014,33.1012927,10.64718902,664.276333,86.95284536,71.98298903,79.87422785
Baksa,26-06-2014,36.15773971,10.53635398,731.5503758,82.14584688,78.13690946,84.30531763
Baksa,27-06-2014,31.51979578,11.85389707,726.7568519,84.73566559,70.09698615,77.17466078
Baksa,28-06-2014,34.86808557,10.76790797,696.8538145,84.62972929,70.82905716,71.86290211
Baksa,29-06-2014,36.42972127,9.78532316,627.7836296,80.89756106,71.58598063,74.08552942
Baksa,30-06-2014,33.69899339,10.02220542,679.1091326,86.28792986,66.5926486,80.86235436
Baksa,07-01-2014,34.80845026,29.54168112,0.5,88.88419537,59.90593065,81.5948309
Baksa,07-02-2014,30.93128141,31.19434064,0,86.65331958,67.30143813,81.39422409
Baksa,07-03-2014,32.17985795,31.45006825,0.5,79.1234484,71.49788869,69.72506154
Baksa,07-04-2014,34.4779106,29.32581885,0,93.36950319,63.32083678,83.11302099
Baksa,07-05-2014,33.70474866,30.73514882,0,84.98142695,62.57453476,73.86959811
Baksa,07-06-2014,36.29213469,26.54284478,1,77.96805843,63.22095958,84.43731376
Baksa,07-07-2014,38.33334742,25.71607763,0,84.4176819,61.63669499,85.9191081
Baksa,07-08-2014,32.23034934,32.11228308,0,88.79759404,68.11902974,73.08855838
Baksa,07-09-2014,31.99043821,30.71221048,0.2,79.92328175,63.65649406,71.56027018
Baksa,07-10-2014,38.6310238,29.66134113,1,90.00582023,68.82634574,72.3049579
Baksa,07-11-2014,37.85474553,29.9929477,0,92.81256592,60.56915057,74.59312118
Baksa,07-12-2014,36.93424302,28.68760662,0.5,81.85254367,72.55480554,69.50541052
Baksa,13-07-2014,34.52005174,33.90375217,0,86.34791154,66.76798528,68.27144746
Baksa,14-07-2014,34.52593239,24.51987517,1,91.21566171,62.20521979,82.31076403
Baksa,15-07-2014,36.83476541,28.87747602,0,83.50499008,69.65959286,79.6002768
Baksa,16-07-2014,36.70941594,30.02702766,0.5,82.14734313,65.26113989,78.64944682
Baksa,17-07-2014,34.98750294,31.35417545,0,90.01600686,67.61339409,79.23839655
Baksa,18-07-2014,33.86392416,34.66183642,0,86.7602814,63.99623136,86.6535052
Baksa,19-07-2014,34.1577837,29.75760594,0.5,90.53139059,72.79381741,74.72501671
Baksa,20-07-2014,41.80099434,30.56962088,0,90.61847081,70.37702664,78.2802185
Baksa,21-07-2014,34.0101969,33.50024236,0.5,96.83730256,65.00495816,78.16074019
Baksa,22-07-2014,34.64206326,29.194279,0,97.37146215,62.17556011,81.73252948
Baksa,23-07-2014,36.63232713,30.54510603,0.5,94.33586021,65.54231011,72.42686283
Baksa,24-07-2014,36.30409795,31.33455063,0,92.20072127,62.27290223,69.11290603
Baksa,25-07-2014,35.33480363,30.77822134,0.5,85.63168991,66.61903007,65.88427102
Baksa,26-07-2014,35.44246449,33.44586081,0.5,94.69987925,66.78120312,84.37524376
Baksa,27-07-2014,32.10488804,30.49344033,0,78.71101348,74.07500085,74.80085272
Baksa,28-07-2014,37.20607223,31.04090356,0,85.54659126,64.64568276,74.40109742
Baksa,29-07-2014,33.56477697,28.21949275,1,93.65890797,67.20600319,69.79975892
Baksa,30-07-2014,37.7459737,29.60034217,0,88.67162114,65.43732722,85.79463538
Baksa,31-07-2014,35.54343422,31.80382219,0,90.40345528,64.38150564,81.67655454
Baksa,08-01-2014,30.77193742,16.07956087,0.5,88.44187919,76.72169158,80.84351242
Baksa,08-02-2014,27.92119303,15.8044818,0.5,95.96229299,78.43026966,82.26680545
Baksa,08-03-2014,29.99123638,16.813666,0,80.5968611,91.2635954,87.26025872
Baksa,08-04-2014,31.9288157,15.7307314,0.5,88.29563493,86.04332834,80.1230005
Baksa,08-05-2014,30.82661556,16.94481741,0,89.38125666,79.39129098,79.28036061
Baksa,08-06-2014,26.68842436,17.4797322,0.5,95.0110496,71.12692179,85.16993925
Baksa,08-07-2014,28.86584059,16.90880963,0,91.9143055,77.04161686,89.64571856
Baksa,08-08-2014,28.52064266,14.665253,0,91.16023424,82.29196284,84.66621959
Baksa,08-09-2014,31.22627436,16.14427716,0.5,92.53048278,84.40524559,75.92268081
Baksa,08-10-2014,31.86710536,14.57188403,1,91.48479407,80.23457755,80.87914762
Baksa,08-11-2014,28.98403344,17.81362595,1,82.94722744,79.52900482,90.38080511
Baksa,08-12-2014,29.87383871,15.27595933,0.2,86.92805977,73.71232203,95.03840304
Baksa,13-08-2014,30.69203201,16.05270506,0,85.31025211,73.8240698,81.13141072
Baksa,14-08-2014,27.78178985,16.33726545,0,95.24875697,72.54098702,83.91925647
Baksa,15-08-2014,29.64991175,17.12967657,1,92.4633665,76.33185102,93.0516819
Baksa,16-08-2014,30.26483534,15.15500053,0,96.69686537,77.20556529,81.03467709
Baksa,17-08-2014,32.44289609,15.03471028,0,93.22598867,71.91058147,82.22909186
Baksa,18-08-2014,29.92443885,15.68551666,0,88.96517367,79.1142314,88.39942535
Baksa,19-08-2014,26.66690384,15.74139633,1,85.83717078,80.04908989,88.47432834
Baksa,20-08-2014,29.6338463,16.87955336,0.2,78.9881487,71.77446368,73.08880419
Baksa,21-08-2014,28.97965798,15.89720897,0,87.34335965,82.02899836,91.64922942
Baksa,22-08-2014,28.85158486,14.61633497,0,92.376277,80.27645967,75.82885161
Baksa,23-08-2014,29.05104431,15.23978198,0,89.51258593,75.66867249,88.8430279
Baksa,24-08-2014,29.59586785,18.07879458,0,84.33468159,64.39305005,81.66603954
Baksa,25-08-2014,32.3866876,13.59016293,0.5,92.91130441,72.40076208,76.29283176
Baksa,26-08-2014,28.67945513,15.9058148,0,82.42726081,78.55968265,79.41426077
Baksa,27-08-2014,29.13244927,15.31517924,1,97.61794866,75.15887301,89.23471575
Baksa,28-08-2014,24.47203162,13.44245663,0.2,92.9030926,81.07164474,81.65729786
Baksa,29-08-2014,29.92171783,16.10915348,0.5,91.66044712,80.92530248,87.92762069
Baksa,30-08-2014,27.35546471,16.49834916,0.5,95.03432649,79.31103582,82.64115598
Baksa,31-08-2014,34.65142724,15.9581402,0.5,92.48891472,85.26285164,86.0394411
Baksa,09-01-2014,26.02957003,12.12389501,0,74.26633111,56.52517761,81.86095187
Baksa,09-02-2014,26.42950749,12.36876365,0.5,93.37131504,56.66978133,82.85406301
Baksa,09-03-2014,31.28641227,13.20228002,0,78.10588808,57.36199951,85.62784294
Baksa,09-04-2014,29.90429783,12.37038161,0,90.93758284,64.2411816,74.95905463
Baksa,09-05-2014,25.73726085,12.67627816,0,88.92147114,62.54420451,74.94934654
Baksa,09-06-2014,28.71464359,13.79799729,0,83.27895578,60.20050628,73.45592619
Baksa,09-07-2014,26.73841255,14.22729948,0.2,89.0731171,64.81606003,76.85337708
Baksa,09-08-2014,27.70774826,15.55696974,0,89.95068642,65.06545032,73.28637879
Baksa,09-09-2014,26.96878469,14.61143549,0,99.21813212,66.23479996,76.15563742
Baksa,09-10-2014,27.6672075,12.89014735,0,91.38744963,63.15627262,72.05040685
Baksa,09-11-2014,24.65799893,12.7910787,0,99.42785621,59.28721072,82.97237036
Baksa,09-12-2014,24.70259439,11.82379384,1,99.57724177,65.30604019,83.71319841
Baksa,13-09-2014,21.60996342,12.42053283,1,94.7499585,63.4559864,81.75041796
Baksa,14-09-2014,26.4845495,13.22606229,0,94.3670693,65.0962344,73.10886883
Baksa,15-09-2014,25.55478913,14.61296077,0.5,102.3594478,69.85454021,74.88254132
Baksa,16-09-2014,25.1034661,13.26248533,1,100.3415918,54.58318992,84.31306149
Baksa,17-09-2014,25.38884127,13.90009627,0,97.54023802,58.64029503,79.57785206
Baksa,18-09-2014,26.38154245,13.45139642,1,93.06608386,57.76981851,77.53195696
Baksa,19-09-2014,25.79030923,13.45524191,0.5,85.75705692,66.71762599,80.64525723
Baksa,20-09-2014,26.69771052,11.83609527,0.5,96.1506049,64.78849247,77.15101539
Baksa,21-09-2014,24.08005054,14.19403078,1,89.8703504,61.7511711,77.09978934
Baksa,22-09-2014,24.03486818,12.42118762,0.5,101.0545691,72.51769037,81.18129161
Baksa,23-09-2014,28.776278,13.08219092,0.5,104.5787358,63.72883756,80.23592655
Baksa,24-09-2014,27.65934976,12.90606816,0.5,92.35830885,62.46051393,74.40974669
Baksa,25-09-2014,22.5460955,13.83749527,0.5,88.10551714,65.23278455,80.90203927
Baksa,26-09-2014,26.60195962,12.65631772,1,94.19042849,64.90492713,79.15987831
Baksa,27-09-2014,24.90875065,14.70583628,1,93.30999263,59.44762732,71.2512517
Baksa,28-09-2014,23.80294886,12.92863606,0.5,95.92132682,67.20254086,76.38064043
Baksa,29-09-2014,26.75536329,13.81974659,0.5,98.99736883,62.08201788,68.93036823
Baksa,30-09-2014,27.27872557,13.84329917,0.5,89.76532359,68.35702169,82.74954253
Baksa,10-01-2014,43.61425346,27.4417429,0.5,73.48485532,67.7918109,68.33894403
Baksa,10-02-2014,33.6702728,27.22145876,0.5,73.36992458,61.88004529,71.09942963
Baksa,10-03-2014,39.754424,28.10457153,0,80.16520584,59.08780616,67.48159146
Baksa,10-04-2014,35.79929787,28.34307471,1,69.25848667,68.76105926,78.58612362
Baksa,10-05-2014,32.36417959,26.13985886,1,72.09300044,56.61001824,77.94257863
Baksa,10-06-2014,34.28026461,28.1982765,0.2,74.81374209,63.45128816,73.17678107
Baksa,10-07-2014,35.76126021,28.95690795,0,82.63316459,66.46242099,72.11598279
Baksa,10-08-2014,35.4942313,26.69257196,0.2,74.69174315,63.82994666,63.70959194
Baksa,10-09-2014,35.08658365,28.51570204,0,72.62279397,61.03878326,66.77682674
Baksa,10-10-2014,35.63554816,25.76931924,1,76.65925907,65.43419675,69.27781769
Baksa,10-11-2014,40.94586494,27.83695248,0.2,76.84092995,62.55255995,69.18964411
Baksa,10-12-2014,40.56956698,26.4880593,0,76.586244,73.83718858,71.47760066
Baksa,13-10-2014,38.50072436,30.66655227,0,66.51680055,58.50362105,77.8872351
Baksa,14-10-2014,39.37470924,27.35091935,0,73.22594731,64.11861537,63.13760527
Baksa,15-10-2014,35.21052818,26.08789868,0,77.29612175,57.61482001,66.00224691
Baksa,16-10-2014,36.05928063,27.35726354,0.5,80.00801115,53.9821437,70.7410795
Baksa,17-10-2014,40.71829043,27.35114005,0,70.9561246,66.5842172,68.76774162
Baksa,18-10-2014,36.23849929,29.62205208,1,83.15549746,63.4573318,69.98675673
Baksa,19-10-2014,37.77325068,25.35594442,0,73.98637587,66.18096848,69.76277292
Baksa,20-10-2014,36.49750612,28.17223015,1,68.35221218,62.61386805,65.98244547
Baksa,21-10-2014,35.35762365,25.47185196,0.2,75.62844565,64.07339834,60.42167612
Baksa,22-10-2014,39.39638075,22.73538337,0.5,76.4964604,64.79319346,66.63233018
Baksa,23-10-2014,34.35109619,23.70488693,0,75.10296461,64.80914211,70.30586016
Baksa,24-10-2014,38.19689741,26.67007632,0,74.64473676,63.42867966,61.27279903
Baksa,25-10-2014,38.29958651,28.67686512,1,73.5885739,61.80378471,73.36578577
Baksa,26-10-2014,34.40200099,28.29846254,1,73.37937594,59.21515783,63.86275176
Baksa,27-10-2014,38.55297307,26.05597703,0,74.75198453,60.00421342,64.574824
